dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,net_pnl_cents,positive_net,coverage_pass
current,touch_first_t0.45_ask65_book0.55,3,20,20,1.0,17,3,426.0,True,True
current,touch_first_t0.45_ask65_book0.55,4,20,20,1.0,11,9,-154.0,False,True
current,touch_first_t0.45_ask65_book0.55,5,20,20,1.0,9,11,-371.0,False,True
current,touch_first_t0.45_ask65_book0.55,6,20,20,1.0,15,5,192.0,True,True
current,touch_first_t0.45_ask65_book0.55,7,20,19,0.95,13,6,61.0,True,True
current,touch_first_t0.45_ask65_book0.55,8,20,20,1.0,13,7,2.0,True,True
current,touch_first_t0.45_ask65_book0.55,9,20,19,0.95,13,6,45.0,True,True
current,touch_first_t0.45_ask65_book0.55,10,20,20,1.0,11,9,-217.0,False,True
current,touch_first_t0.45_ask65_book0.55,11,20,20,1.0,10,10,-299.0,False,True
current,touch_first_t0.45_ask65_book0.55,12,20,20,1.0,15,5,205.0,True,True
current,touch_first_t0.45_ask65_book0.55,13,20,20,1.0,16,4,212.0,True,True
current,touch_first_t0.45_ask65_book0.55,14,20,20,1.0,11,9,-210.0,False,True
current,touch_first_t0.45_ask65_book0.55,15,20,20,1.0,14,6,124.0,True,True
current,touch_first_t0.45_ask65_book0.55,16,6,6,1.0,3,3,-92.0,False,True
v21,touch_first_t0.45_ask65_book0.55,0,20,19,0.95,13,6,66.0,True,True
v21,touch_first_t0.45_ask65_book0.55,1,20,20,1.0,11,9,-237.0,False,True
v21,touch_first_t0.45_ask65_book0.55,2,20,20,1.0,13,7,29.0,True,True
v21,touch_first_t0.45_ask65_book0.55,3,20,20,1.0,16,4,303.0,True,True
v21,touch_first_t0.45_ask65_book0.55,4,20,20,1.0,13,7,32.0,True,True
v21,touch_first_t0.45_ask65_book0.55,5,20,20,1.0,15,5,174.0,True,True
v21,touch_first_t0.45_ask65_book0.55,6,20,20,1.0,16,4,327.0,True,True
v21,touch_first_t0.45_ask65_book0.55,7,20,20,1.0,15,5,233.0,True,True
v21,touch_first_t0.45_ask65_book0.55,8,20,20,1.0,10,10,-268.0,False,True
v21,touch_first_t0.45_ask65_book0.55,9,20,20,1.0,14,6,66.0,True,True
v21,touch_first_t0.45_ask65_book0.55,10,20,19,0.95,13,6,15.0,True,True
v21,touch_first_t0.45_ask65_book0.55,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask65_book0.6,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.45_ask65_book0.6,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.45_ask65_book0.6,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.45_ask65_book0.6,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.45_ask65_book0.6,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.45_ask65_book0.6,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.45_ask65_book0.6,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.45_ask65_book0.6,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.45_ask65_book0.6,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.45_ask65_book0.6,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.45_ask65_book0.6,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.45_ask65_book0.6,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.45_ask65_book0.6,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.45_ask65_book0.6,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.45_ask65_book0.6,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.45_ask65_book0.6,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.45_ask65_book0.6,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.45_ask65_book0.6,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.45_ask65_book0.6,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.45_ask65_book0.6,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.45_ask65_book0.6,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.45_ask65_book0.6,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.45_ask65_book0.6,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.45_ask65_book0.6,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.45_ask65_book0.6,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.45_ask65_book0.6,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.45_ask65_book0.6,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.45_ask65_book0.6,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.45_ask65_book0.6,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask65_book0.65,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.45_ask65_book0.65,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.45_ask65_book0.65,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.45_ask65_book0.65,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.45_ask65_book0.65,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.45_ask65_book0.65,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.45_ask65_book0.65,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.45_ask65_book0.65,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.45_ask65_book0.65,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.45_ask65_book0.65,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.45_ask65_book0.65,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.45_ask65_book0.65,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.45_ask65_book0.65,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.45_ask65_book0.65,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.45_ask65_book0.65,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.45_ask65_book0.65,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.45_ask65_book0.65,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.45_ask65_book0.65,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.45_ask65_book0.65,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.45_ask65_book0.65,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.45_ask65_book0.65,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.45_ask65_book0.65,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.45_ask65_book0.65,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.45_ask65_book0.65,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.45_ask65_book0.65,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.45_ask65_book0.65,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.45_ask65_book0.65,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.45_ask65_book0.65,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.45_ask65_book0.65,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.5_ask55_book0.5,0,20,20,1.0,13,7,8.0,True,True
current,touch_first_t0.5_ask55_book0.5,1,20,20,1.0,14,6,80.0,True,True
current,touch_first_t0.5_ask55_book0.5,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.5_ask55_book0.5,3,20,20,1.0,15,5,183.0,True,True
current,touch_first_t0.5_ask55_book0.5,4,20,20,1.0,10,10,-283.0,False,True
current,touch_first_t0.5_ask55_book0.5,5,20,20,1.0,12,8,-105.0,False,True
current,touch_first_t0.5_ask55_book0.5,6,20,20,1.0,16,4,226.0,True,True
current,touch_first_t0.5_ask55_book0.5,7,20,19,0.95,17,2,406.0,True,True
current,touch_first_t0.5_ask55_book0.5,8,20,20,1.0,13,7,-10.0,False,True
current,touch_first_t0.5_ask55_book0.5,9,20,19,0.95,14,5,115.0,True,True
current,touch_first_t0.5_ask55_book0.5,10,20,20,1.0,12,8,-138.0,False,True
current,touch_first_t0.5_ask55_book0.5,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.5_ask55_book0.5,12,20,20,1.0,15,5,178.0,True,True
current,touch_first_t0.5_ask55_book0.5,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.5_ask55_book0.5,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.5_ask55_book0.5,15,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.5_ask55_book0.5,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.5_ask55_book0.5,0,20,19,0.95,16,3,243.0,True,True
v21,touch_first_t0.5_ask55_book0.5,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.5_ask55_book0.5,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.5_ask55_book0.5,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.5_ask55_book0.5,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.5_ask55_book0.5,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.5_ask55_book0.5,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.5_ask55_book0.5,7,20,20,1.0,15,5,138.0,True,True
v21,touch_first_t0.5_ask55_book0.5,8,20,20,1.0,11,9,-222.0,False,True
v21,touch_first_t0.5_ask55_book0.5,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.5_ask55_book0.5,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.5_ask55_book0.5,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.5_ask55_book0.55,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.5_ask55_book0.55,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.5_ask55_book0.55,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.5_ask55_book0.55,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.5_ask55_book0.55,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.5_ask55_book0.55,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.5_ask55_book0.55,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.5_ask55_book0.55,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.5_ask55_book0.55,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.5_ask55_book0.55,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.5_ask55_book0.55,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.5_ask55_book0.55,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.5_ask55_book0.55,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.5_ask55_book0.55,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.5_ask55_book0.55,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.5_ask55_book0.55,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.5_ask55_book0.55,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.5_ask55_book0.55,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.5_ask55_book0.55,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.5_ask55_book0.55,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.5_ask55_book0.55,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.5_ask55_book0.55,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.5_ask55_book0.55,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.5_ask55_book0.55,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.5_ask55_book0.55,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.5_ask55_book0.55,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.5_ask55_book0.55,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.5_ask55_book0.55,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.5_ask55_book0.55,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.5_ask55_book0.6,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.5_ask55_book0.6,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.5_ask55_book0.6,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.5_ask55_book0.6,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.5_ask55_book0.6,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.5_ask55_book0.6,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.5_ask55_book0.6,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.5_ask55_book0.6,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.5_ask55_book0.6,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.5_ask55_book0.6,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.5_ask55_book0.6,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.5_ask55_book0.6,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.5_ask55_book0.6,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.5_ask55_book0.6,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.5_ask55_book0.6,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.5_ask55_book0.6,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.5_ask55_book0.6,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.5_ask55_book0.6,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.5_ask55_book0.6,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.5_ask55_book0.6,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.5_ask55_book0.6,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.5_ask55_book0.6,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.5_ask55_book0.6,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.5_ask55_book0.6,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.5_ask55_book0.6,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.5_ask55_book0.6,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.5_ask55_book0.6,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.5_ask55_book0.6,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.5_ask55_book0.6,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.5_ask55_book0.65,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.5_ask55_book0.65,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.5_ask55_book0.65,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.5_ask55_book0.65,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.5_ask55_book0.65,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.5_ask55_book0.65,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.5_ask55_book0.65,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.5_ask55_book0.65,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.5_ask55_book0.65,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.5_ask55_book0.65,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.5_ask55_book0.65,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.5_ask55_book0.65,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.5_ask55_book0.65,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.5_ask55_book0.65,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.5_ask55_book0.65,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.5_ask55_book0.65,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.5_ask55_book0.65,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.5_ask55_book0.65,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.5_ask55_book0.65,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.5_ask55_book0.65,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.5_ask55_book0.65,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.5_ask55_book0.65,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.5_ask55_book0.65,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.5_ask55_book0.65,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.5_ask55_book0.65,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.5_ask55_book0.65,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.5_ask55_book0.65,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.5_ask55_book0.65,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.5_ask55_book0.65,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.5_ask60_book0.5,0,20,20,1.0,14,6,127.0,True,True
current,touch_first_t0.5_ask60_book0.5,1,20,20,1.0,12,8,-97.0,False,True
current,touch_first_t0.5_ask60_book0.5,2,20,20,1.0,15,5,153.0,True,True
current,touch_first_t0.5_ask60_book0.5,3,20,20,1.0,15,5,188.0,True,True
current,touch_first_t0.5_ask60_book0.5,4,20,20,1.0,10,10,-260.0,False,True
current,touch_first_t0.5_ask60_book0.5,5,20,20,1.0,11,9,-213.0,False,True
current,touch_first_t0.5_ask60_book0.5,6,20,20,1.0,16,4,231.0,True,True
current,touch_first_t0.5_ask60_book0.5,7,20,19,0.95,15,4,230.0,True,True
current,touch_first_t0.5_ask60_book0.5,8,20,20,1.0,13,7,-10.0,False,True
current,touch_first_t0.5_ask60_book0.5,9,20,19,0.95,14,5,115.0,True,True
current,touch_first_t0.5_ask60_book0.5,10,20,20,1.0,10,10,-317.0,False,True
current,touch_first_t0.5_ask60_book0.5,11,20,20,1.0,11,9,-245.0,False,True
current,touch_first_t0.5_ask60_book0.5,12,20,20,1.0,14,6,95.0,True,True
current,touch_first_t0.5_ask60_book0.5,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.5_ask60_book0.5,14,20,20,1.0,11,9,-254.0,False,True
current,touch_first_t0.5_ask60_book0.5,15,20,20,1.0,14,6,58.0,True,True
current,touch_first_t0.5_ask60_book0.5,16,6,6,1.0,2,4,-208.0,False,True
v21,touch_first_t0.5_ask60_book0.5,0,20,19,0.95,15,4,195.0,True,True
v21,touch_first_t0.5_ask60_book0.5,1,20,20,1.0,11,9,-272.0,False,True
v21,touch_first_t0.5_ask60_book0.5,2,20,20,1.0,13,7,-58.0,False,True
v21,touch_first_t0.5_ask60_book0.5,3,20,20,1.0,15,5,191.0,True,True
v21,touch_first_t0.5_ask60_book0.5,4,20,20,1.0,14,6,83.0,True,True
v21,touch_first_t0.5_ask60_book0.5,5,20,20,1.0,14,6,47.0,True,True
v21,touch_first_t0.5_ask60_book0.5,6,20,20,1.0,16,4,270.0,True,True
v21,touch_first_t0.5_ask60_book0.5,7,20,20,1.0,15,5,174.0,True,True
v21,touch_first_t0.5_ask60_book0.5,8,20,20,1.0,10,10,-313.0,False,True
v21,touch_first_t0.5_ask60_book0.5,9,20,20,1.0,15,5,140.0,True,True
v21,touch_first_t0.5_ask60_book0.5,10,20,19,0.95,12,7,-116.0,False,True
v21,touch_first_t0.5_ask60_book0.5,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.5_ask60_book0.55,0,20,20,1.0,14,6,127.0,True,True
current,touch_first_t0.5_ask60_book0.55,1,20,20,1.0,12,8,-108.0,False,True
current,touch_first_t0.5_ask60_book0.55,2,20,20,1.0,15,5,153.0,True,True
current,touch_first_t0.5_ask60_book0.55,3,20,20,1.0,15,5,188.0,True,True
current,touch_first_t0.5_ask60_book0.55,4,20,20,1.0,11,9,-171.0,False,True
current,touch_first_t0.5_ask60_book0.55,5,20,20,1.0,11,9,-213.0,False,True
current,touch_first_t0.5_ask60_book0.55,6,20,20,1.0,16,4,231.0,True,True
current,touch_first_t0.5_ask60_book0.55,7,20,19,0.95,14,5,121.0,True,True
current,touch_first_t0.5_ask60_book0.55,8,20,20,1.0,14,6,80.0,True,True
current,touch_first_t0.5_ask60_book0.55,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.5_ask60_book0.55,10,20,20,1.0,10,10,-336.0,False,True
current,touch_first_t0.5_ask60_book0.55,11,20,20,1.0,11,9,-245.0,False,True
current,touch_first_t0.5_ask60_book0.55,12,20,20,1.0,15,5,175.0,True,True
current,touch_first_t0.5_ask60_book0.55,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.5_ask60_book0.55,14,20,20,1.0,11,9,-254.0,False,True
current,touch_first_t0.5_ask60_book0.55,15,20,20,1.0,14,6,48.0,True,True
current,touch_first_t0.5_ask60_book0.55,16,6,6,1.0,2,4,-208.0,False,True
v21,touch_first_t0.5_ask60_book0.55,0,20,19,0.95,15,4,195.0,True,True
v21,touch_first_t0.5_ask60_book0.55,1,20,20,1.0,11,9,-272.0,False,True
v21,touch_first_t0.5_ask60_book0.55,2,20,20,1.0,13,7,-58.0,False,True
v21,touch_first_t0.5_ask60_book0.55,3,20,20,1.0,15,5,191.0,True,True
v21,touch_first_t0.5_ask60_book0.55,4,20,20,1.0,14,6,83.0,True,True
v21,touch_first_t0.5_ask60_book0.55,5,20,20,1.0,14,6,47.0,True,True
v21,touch_first_t0.5_ask60_book0.55,6,20,20,1.0,16,4,270.0,True,True
v21,touch_first_t0.5_ask60_book0.55,7,20,20,1.0,16,4,266.0,True,True
v21,touch_first_t0.5_ask60_book0.55,8,20,20,1.0,9,11,-423.0,False,True
v21,touch_first_t0.5_ask60_book0.55,9,20,20,1.0,15,5,140.0,True,True
v21,touch_first_t0.5_ask60_book0.55,10,20,19,0.95,12,7,-116.0,False,True
v21,touch_first_t0.5_ask60_book0.55,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.5_ask60_book0.6,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.5_ask60_book0.6,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.5_ask60_book0.6,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.5_ask60_book0.6,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.5_ask60_book0.6,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.5_ask60_book0.6,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.5_ask60_book0.6,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.5_ask60_book0.6,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.5_ask60_book0.6,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.5_ask60_book0.6,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.5_ask60_book0.6,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.5_ask60_book0.6,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.5_ask60_book0.6,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.5_ask60_book0.6,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.5_ask60_book0.6,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.5_ask60_book0.6,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.5_ask60_book0.6,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.5_ask60_book0.6,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.5_ask60_book0.6,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.5_ask60_book0.6,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.5_ask60_book0.6,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.5_ask60_book0.6,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.5_ask60_book0.6,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.5_ask60_book0.6,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.5_ask60_book0.6,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.5_ask60_book0.6,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.5_ask60_book0.6,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.5_ask60_book0.6,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.5_ask60_book0.6,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.5_ask60_book0.65,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.5_ask60_book0.65,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.5_ask60_book0.65,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.5_ask60_book0.65,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.5_ask60_book0.65,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.5_ask60_book0.65,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.5_ask60_book0.65,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.5_ask60_book0.65,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.5_ask60_book0.65,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.5_ask60_book0.65,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.5_ask60_book0.65,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.5_ask60_book0.65,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.5_ask60_book0.65,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.5_ask60_book0.65,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.5_ask60_book0.65,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.5_ask60_book0.65,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.5_ask60_book0.65,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.5_ask60_book0.65,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.5_ask60_book0.65,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.5_ask60_book0.65,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.5_ask60_book0.65,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.5_ask60_book0.65,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.5_ask60_book0.65,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.5_ask60_book0.65,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.5_ask60_book0.65,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.5_ask60_book0.65,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.5_ask60_book0.65,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.5_ask60_book0.65,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.5_ask60_book0.65,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.5_ask65_book0.5,0,20,20,1.0,14,6,127.0,True,True
current,touch_first_t0.5_ask65_book0.5,1,20,20,1.0,12,8,-97.0,False,True
