label,chooser,min_score,ask_max,min_seconds_to_close,gate,current_target_pass,v21_target_pass,both_target_pass,both_wilson_pass,both_coverage_pass,nondegenerate,min_split_accuracy,min_all_accuracy,min_all_coverage,min_all_wilson,max_median_ask,current_all_base_markets,current_all_markets,current_all_wins,current_all_losses,current_all_accuracy,current_all_coverage,current_all_wilson95_lower,current_all_median_ask,current_all_ask_ge_95,current_all_ask_eq_100,current_all_median_seconds_to_close,current_train_base_markets,current_train_markets,current_train_wins,current_train_losses,current_train_accuracy,current_train_coverage,current_train_wilson95_lower,current_train_median_ask,current_train_ask_ge_95,current_train_ask_eq_100,current_train_median_seconds_to_close,current_validation_base_markets,current_validation_markets,current_validation_wins,current_validation_losses,current_validation_accuracy,current_validation_coverage,current_validation_wilson95_lower,current_validation_median_ask,current_validation_ask_ge_95,current_validation_ask_eq_100,current_validation_median_seconds_to_close,current_holdout_base_markets,current_holdout_markets,current_holdout_wins,current_holdout_losses,current_holdout_accuracy,current_holdout_coverage,current_holdout_wilson95_lower,current_holdout_median_ask,current_holdout_ask_ge_95,current_holdout_ask_eq_100,current_holdout_median_seconds_to_close,v21_all_base_markets,v21_all_markets,v21_all_wins,v21_all_losses,v21_all_accuracy,v21_all_coverage,v21_all_wilson95_lower,v21_all_median_ask,v21_all_ask_ge_95,v21_all_ask_eq_100,v21_all_median_seconds_to_close,v21_train_base_markets,v21_train_markets,v21_train_wins,v21_train_losses,v21_train_accuracy,v21_train_coverage,v21_train_wilson95_lower,v21_train_median_ask,v21_train_ask_ge_95,v21_train_ask_eq_100,v21_train_median_seconds_to_close,v21_validation_base_markets,v21_validation_markets,v21_validation_wins,v21_validation_losses,v21_validation_accuracy,v21_validation_coverage,v21_validation_wilson95_lower,v21_validation_median_ask,v21_validation_ask_ge_95,v21_validation_ask_eq_100,v21_validation_median_seconds_to_close,v21_holdout_base_markets,v21_holdout_markets,v21_holdout_wins,v21_holdout_losses,v21_holdout_accuracy,v21_holdout_coverage,v21_holdout_wilson95_lower,v21_holdout_median_ask,v21_holdout_ask_ge_95,v21_holdout_ask_eq_100,v21_holdout_median_seconds_to_close
choose=score_regime_blend; score_regime_blend>=0.6; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,score_regime_blend,0.6,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,False,0.59375,0.6832579185520362,1.0,0.6162354754886631,63.0,159,159,110,49,0.6918238993710691,1.0,0.6162354754886631,63.0,0,0,827.914,95,95,66,29,0.6947368421052632,1.0,0.5960660393008851,63.0,0,0,829.354,32,32,19,13,0.59375,1.0,0.4226002487538286,63.0,0,0,827.7015,32,32,25,7,0.78125,1.0,0.6124500635075646,65.5,0,0,801.6245,221,221,151,70,0.6832579185520362,1.0,0.6192391522841209,63.0,0,0,839.226781,132,132,86,46,0.6515151515151515,1.0,0.5669876431407519,63.0,0,0,839.2200135,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.258336,45,45,34,11,0.7555555555555555,1.0,0.6132661994297965,65.0,0,0,839.19992
choose=score_regime_blend; score_regime_blend>=0.6; ask<=90; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,score_regime_blend,0.6,90.0,0.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,False,0.59375,0.6818181818181818,0.995475113122172,0.6162354754886631,63.0,159,159,110,49,0.6918238993710691,1.0,0.6162354754886631,63.0,0,0,827.914,95,95,66,29,0.6947368421052632,1.0,0.5960660393008851,63.0,0,0,829.354,32,32,19,13,0.59375,1.0,0.4226002487538286,63.0,0,0,827.7015,32,32,25,7,0.78125,1.0,0.6124500635075646,65.5,0,0,801.6245,221,220,150,70,0.6818181818181818,0.995475113122172,0.61760132424828,63.0,0,0,839.2307335,132,131,85,46,0.648854961832061,0.9924242424242424,0.563936441087627,63.0,0,0,839.225176,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.258336,45,45,34,11,0.7555555555555555,1.0,0.6132661994297965,65.0,0,0,839.19992
choose=score_regime_blend; score_regime_blend>=0.6; ask<=100; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,score_regime_blend,0.6,100.0,60.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,False,0.59375,0.6818181818181818,0.9937106918238994,0.6139623229698006,63.0,159,158,109,49,0.689873417721519,0.9937106918238994,0.6139623229698006,63.0,0,0,827.9705,95,95,66,29,0.6947368421052632,1.0,0.5960660393008851,63.0,0,0,829.354,32,32,19,13,0.59375,1.0,0.4226002487538286,63.0,0,0,827.7015,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,65.0,0,0,825.075,221,220,150,70,0.6818181818181818,0.995475113122172,0.61760132424828,63.0,0,0,839.2307335,132,132,86,46,0.6515151515151515,1.0,0.5669876431407519,63.0,0,0,839.2200135,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.258336,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,64.5,0,0,839.2455205
choose=book_p_side; book_p_side>=0.55; ask<=100; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,book_p_side,0.55,100.0,0.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,True,False,0.59375,0.6729559748427673,1.0,0.5967058357323571,62.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,61.0,1,0,830.635,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,1,0,835.333,32,32,19,13,0.59375,1.0,0.4226002487538286,61.0,0,0,835.4935,32,32,21,11,0.65625,1.0,0.4831108797896222,63.0,0,0,805.2660000000001,221,221,152,69,0.6877828054298643,1.0,0.6239187012353715,62.0,0,0,839.080473,132,132,92,40,0.696969696969697,1.0,0.6139164910834847,62.0,0,0,839.2441595,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,63.0,0,0,839.2038275,45,45,28,17,0.6222222222222222,1.0,0.47629934480889535,62.0,0,0,779.511079
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec_to_close>=0,brownian_p_rv_15m,0.6,100.0,0.0,none,False,False,False,False,True,False,0.59375,0.6729559748427673,1.0,0.5967058357323571,65.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,65.0,1,0,778.863,95,95,63,32,0.6631578947368421,1.0,0.563426095592386,64.0,1,0,825.945,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,221,151,70,0.6832579185520362,1.0,0.6192391522841209,65.0,0,0,779.939051,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,brownian_p_rv_15m,0.6,100.0,0.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,False,0.59375,0.6729559748427673,1.0,0.5967058357323571,65.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,65.0,1,0,778.863,95,95,63,32,0.6631578947368421,1.0,0.563426095592386,64.0,1,0,825.945,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,221,151,70,0.6832579185520362,1.0,0.6192391522841209,65.0,0,0,779.939051,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec_to_close>=0; spread<=4,brownian_p_rv_15m,0.6,100.0,0.0,spread<=4,False,False,False,False,True,False,0.59375,0.6729559748427673,1.0,0.5967058357323571,65.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,65.0,1,0,778.863,95,95,63,32,0.6631578947368421,1.0,0.563426095592386,64.0,1,0,825.945,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,221,151,70,0.6832579185520362,1.0,0.6192391522841209,65.0,0,0,779.939051,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec_to_close>=0; margin_rv15>=0,brownian_p_rv_15m,0.6,100.0,0.0,margin_rv15>=0,False,False,False,False,True,False,0.59375,0.6729559748427673,1.0,0.5967058357323571,65.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,65.0,1,0,778.863,95,95,63,32,0.6631578947368421,1.0,0.563426095592386,64.0,1,0,825.945,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,221,151,70,0.6832579185520362,1.0,0.6192391522841209,65.0,0,0,779.939051,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=book_p_side; book_p_side>=0.55; ask<=100; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,book_p_side,0.55,100.0,60.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,True,False,0.59375,0.6729559748427673,0.995475113122172,0.5967058357323571,62.0,159,159,107,52,0.6729559748427673,1.0,0.5967058357323571,61.0,1,0,830.635,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,1,0,835.333,32,32,19,13,0.59375,1.0,0.4226002487538286,61.0,0,0,835.4935,32,32,21,11,0.65625,1.0,0.4831108797896222,63.0,0,0,805.2660000000001,221,220,151,69,0.6863636363636364,0.995475113122172,0.6223002201727507,62.0,0,0,839.1166045,132,132,92,40,0.696969696969697,1.0,0.6139164910834847,62.0,0,0,839.2441595,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,63.0,0,0,839.2038275,45,44,27,17,0.6136363636363636,0.9777777777777777,0.4662357539237828,62.0,0,0,779.662334
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.65; ask<=100; sec_to_close>=120; brownian15>=0.55_and_brownian30>=0.55,score_mean_book_rv15_drift5,0.65,100.0,120.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,False,0.59375,0.6712328767123288,0.9909502262443439,0.6008545032806515,64.0,159,158,107,51,0.6772151898734177,0.9937106918238994,0.6008545032806515,64.0,0,0,825.4475,95,95,64,31,0.6736842105263158,1.0,0.5742551255842591,63.0,0,0,829.274,32,32,19,13,0.59375,1.0,0.4226002487538286,63.0,0,0,770.999,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,66.0,0,0,778.174,221,219,147,72,0.6712328767123288,0.9909502262443439,0.6065323932869077,64.0,0,0,839.171414,132,131,84,47,0.6412213740458015,0.9924242424242424,0.5561413946369288,63.0,0,0,839.226781,44,44,30,14,0.6818181818181818,1.0,0.5344310393781776,65.0,0,0,809.4906965,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,65.5,0,0,838.037169
choose=book_p_side; book_p_side>=0.55; ask<=95; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,book_p_side,0.55,95.0,0.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9937106918238994,0.5943227026372023,62.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,61.0,0,0,830.7505,95,94,66,28,0.7021276595744681,0.9894736842105263,0.6032278520902813,60.0,0,0,835.4615,32,32,19,13,0.59375,1.0,0.4226002487538286,61.0,0,0,835.4935,32,32,21,11,0.65625,1.0,0.4831108797896222,63.0,0,0,805.2660000000001,221,221,152,69,0.6877828054298643,1.0,0.6239187012353715,62.0,0,0,839.080473,132,132,92,40,0.696969696969697,1.0,0.6139164910834847,62.0,0,0,839.2441595,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,63.0,0,0,839.2038275,45,45,28,17,0.6222222222222222,1.0,0.47629934480889535,62.0,0,0,779.511079
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=95; sec_to_close>=0,brownian_p_rv_15m,0.6,95.0,0.0,none,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,0,0,778.936,95,94,62,32,0.6595744680851063,0.9894736842105263,0.5592082220071468,64.0,0,0,826.2245,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,221,151,70,0.6832579185520362,1.0,0.6192391522841209,65.0,0,0,779.939051,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=95; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,brownian_p_rv_15m,0.6,95.0,0.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,0,0,778.936,95,94,62,32,0.6595744680851063,0.9894736842105263,0.5592082220071468,64.0,0,0,826.2245,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,221,151,70,0.6832579185520362,1.0,0.6192391522841209,65.0,0,0,779.939051,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=95; sec_to_close>=0; spread<=4,brownian_p_rv_15m,0.6,95.0,0.0,spread<=4,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,0,0,778.936,95,94,62,32,0.6595744680851063,0.9894736842105263,0.5592082220071468,64.0,0,0,826.2245,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,221,151,70,0.6832579185520362,1.0,0.6192391522841209,65.0,0,0,779.939051,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=95; sec_to_close>=0; margin_rv15>=0,brownian_p_rv_15m,0.6,95.0,0.0,margin_rv15>=0,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,0,0,778.936,95,94,62,32,0.6595744680851063,0.9894736842105263,0.5592082220071468,64.0,0,0,826.2245,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,221,151,70,0.6832579185520362,1.0,0.6192391522841209,65.0,0,0,779.939051,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec_to_close>=60,brownian_p_rv_15m,0.6,100.0,60.0,none,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,1,0,778.936,95,95,63,32,0.6631578947368421,1.0,0.563426095592386,64.0,1,0,825.945,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,67.0,0,0,775.398,221,220,150,70,0.6818181818181818,0.995475113122172,0.61760132424828,65.0,0,0,779.9538904999999,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,44,31,13,0.7045454545454546,0.9777777777777777,0.5577979987383977,67.0,0,0,779.6422365
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,brownian_p_rv_15m,0.6,100.0,60.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,1,0,778.936,95,95,63,32,0.6631578947368421,1.0,0.563426095592386,64.0,1,0,825.945,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,67.0,0,0,775.398,221,220,150,70,0.6818181818181818,0.995475113122172,0.61760132424828,65.0,0,0,779.9538904999999,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,44,31,13,0.7045454545454546,0.9777777777777777,0.5577979987383977,67.0,0,0,779.6422365
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec_to_close>=60; spread<=4,brownian_p_rv_15m,0.6,100.0,60.0,spread<=4,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,1,0,778.936,95,95,63,32,0.6631578947368421,1.0,0.563426095592386,64.0,1,0,825.945,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,67.0,0,0,775.398,221,220,150,70,0.6818181818181818,0.995475113122172,0.61760132424828,65.0,0,0,779.9538904999999,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,44,31,13,0.7045454545454546,0.9777777777777777,0.5577979987383977,67.0,0,0,779.6422365
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec_to_close>=60; margin_rv15>=0,brownian_p_rv_15m,0.6,100.0,60.0,margin_rv15>=0,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,1,0,778.936,95,95,63,32,0.6631578947368421,1.0,0.563426095592386,64.0,1,0,825.945,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,67.0,0,0,775.398,221,220,150,70,0.6818181818181818,0.995475113122172,0.61760132424828,65.0,0,0,779.9538904999999,132,132,88,44,0.6666666666666666,1.0,0.5825404478082283,66.0,0,0,779.9509780000001,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,44,31,13,0.7045454545454546,0.9777777777777777,0.5577979987383977,67.0,0,0,779.6422365
choose=book_p_side; book_p_side>=0.55; ask<=90; sec_to_close>=0; adverse15<=10_or_margin_rv15>=0.5,book_p_side,0.55,90.0,0.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9909502262443439,0.5943227026372023,62.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,61.0,0,0,830.7505,95,94,66,28,0.7021276595744681,0.9894736842105263,0.6032278520902813,60.0,0,0,835.4615,32,32,19,13,0.59375,1.0,0.4226002487538286,61.0,0,0,835.4935,32,32,21,11,0.65625,1.0,0.4831108797896222,63.0,0,0,805.2660000000001,221,219,150,69,0.684931506849315,0.9909502262443439,0.6206678423653607,62.0,0,0,839.152736,132,130,90,40,0.6923076923076923,0.9848484848484849,0.6084018917711,62.0,0,0,839.3025144999999,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,63.0,0,0,839.2038275,45,45,28,17,0.6222222222222222,1.0,0.47629934480889535,62.0,0,0,779.511079
choose=book_p_side; book_p_side>=0.55; ask<=100; sec_to_close>=120; adverse15<=10_or_margin_rv15>=0.5,book_p_side,0.55,100.0,120.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9909502262443439,0.5943227026372023,62.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,61.0,1,0,830.7505,95,95,67,28,0.7052631578947368,1.0,0.6070505934821108,60.0,1,0,835.333,32,32,19,13,0.59375,1.0,0.4226002487538286,61.0,0,0,835.4935,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,62.0,0,0,808.436,221,219,151,68,0.6894977168949772,0.9909502262443439,0.6253929236943662,62.0,0,0,839.152736,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,62.0,0,0,839.282892,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,63.0,0,0,839.2038275,45,44,27,17,0.6136363636363636,0.9777777777777777,0.4662357539237828,62.0,0,0,779.662334
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=90; sec_to_close>=0,brownian_p_rv_15m,0.6,90.0,0.0,none,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9909502262443439,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,0,0,778.936,95,94,62,32,0.6595744680851063,0.9894736842105263,0.5592082220071468,64.0,0,0,826.2245,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,219,149,70,0.680365296803653,0.9909502262443439,0.6159494431339545,65.0,0,0,779.96873,132,130,86,44,0.6615384615384615,0.9848484848484849,0.5766030601074925,66.0,0,0,779.974397,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=90; sec_to_close>=0; brownian15>=0.55_and_brownian30>=0.55,brownian_p_rv_15m,0.6,90.0,0.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9909502262443439,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,0,0,778.936,95,94,62,32,0.6595744680851063,0.9894736842105263,0.5592082220071468,64.0,0,0,826.2245,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,219,149,70,0.680365296803653,0.9909502262443439,0.6159494431339545,65.0,0,0,779.96873,132,130,86,44,0.6615384615384615,0.9848484848484849,0.5766030601074925,66.0,0,0,779.974397,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=90; sec_to_close>=0; spread<=4,brownian_p_rv_15m,0.6,90.0,0.0,spread<=4,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9909502262443439,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,0,0,778.936,95,94,62,32,0.6595744680851063,0.9894736842105263,0.5592082220071468,64.0,0,0,826.2245,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,219,149,70,0.680365296803653,0.9909502262443439,0.6159494431339545,65.0,0,0,779.96873,132,130,86,44,0.6615384615384615,0.9848484848484849,0.5766030601074925,66.0,0,0,779.974397,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=90; sec_to_close>=0; margin_rv15>=0,brownian_p_rv_15m,0.6,90.0,0.0,margin_rv15>=0,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9909502262443439,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,0,0,778.936,95,94,62,32,0.6595744680851063,0.9894736842105263,0.5592082220071468,64.0,0,0,826.2245,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,32,25,7,0.78125,1.0,0.6124500635075646,67.5,0,0,772.3330000000001,221,219,149,70,0.680365296803653,0.9909502262443439,0.6159494431339545,65.0,0,0,779.96873,132,130,86,44,0.6615384615384615,0.9848484848484849,0.5766030601074925,66.0,0,0,779.974397,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,45,32,13,0.7111111111111111,1.0,0.5663145942523843,67.0,0,0,779.633801
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec_to_close>=120,brownian_p_rv_15m,0.6,100.0,120.0,none,False,False,False,False,True,False,0.59375,0.6708860759493671,0.9909502262443439,0.5943227026372023,65.0,159,158,106,52,0.6708860759493671,0.9937106918238994,0.5943227026372023,65.0,1,0,778.936,95,95,63,32,0.6631578947368421,1.0,0.563426095592386,64.0,1,0,825.945,32,32,19,13,0.59375,1.0,0.4226002487538286,64.5,0,0,775.376,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,67.0,0,0,775.398,221,219,150,69,0.684931506849315,0.9909502262443439,0.6206678423653607,65.0,0,0,779.96873,132,131,88,43,0.6717557251908397,0.9924242424242424,0.5874541794197865,66.0,0,0,779.96873,44,44,31,13,0.7045454545454546,1.0,0.5577979987383977,63.0,0,0,839.2359564999999,45,44,31,13,0.7045454545454546,0.9777777777777777,0.5577979987383977,67.0,0,0,779.6422365
