policy,base_name,label,current_all_net_pnl_cents,v21_all_net_pnl_cents,combined_all_net_pnl_cents,combined_oos_net_pnl_cents,min_split_coverage,current_all_accuracy,v21_all_accuracy,current_touch_preempts,v21_touch_preempts,all_splits_positive,oos_positive,min_positive_block_rate,worst_block_net_cents,strict_pass
p80_ask90_sec0_baseline,p80_ask90_sec0,choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0,117.0,348.0,465.0,299.0,0.8181818181818182,0.8562091503267973,0.8797814207650273,0,0,False,False,0.5,-210.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=60, age<=600s",-4833.0,-1457.0,-6290.0,-2076.0,0.8409090909090909,0.6013071895424836,0.7447916666666666,104,35,False,False,0.11538461538461539,-890.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask60_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=60, age<=180s",-4618.0,-1567.0,-6185.0,-2087.0,0.8181818181818182,0.6013071895424836,0.7158469945355191,98,36,False,False,0.07692307692307693,-728.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask60_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=60, age<=180s",-4618.0,-1567.0,-6185.0,-2087.0,0.8181818181818182,0.6013071895424836,0.7158469945355191,98,36,False,False,0.07692307692307693,-728.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask60_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=60, age<=180s",-4618.0,-1567.0,-6185.0,-2087.0,0.8181818181818182,0.6013071895424836,0.7158469945355191,98,36,False,False,0.07692307692307693,-728.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask60_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=60, age<=180s",-4618.0,-1567.0,-6185.0,-2087.0,0.8181818181818182,0.6013071895424836,0.7158469945355191,98,36,False,False,0.07692307692307693,-728.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask60_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=60, age<=180s",-4660.0,-1847.0,-6507.0,-2129.0,0.8409090909090909,0.5980392156862745,0.7083333333333334,101,40,False,False,0.038461538461538464,-542.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask60_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=60, age<=180s",-4660.0,-1847.0,-6507.0,-2129.0,0.8409090909090909,0.5980392156862745,0.7083333333333334,101,40,False,False,0.038461538461538464,-542.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask60_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=60, age<=300s",-4800.0,-1636.0,-6436.0,-2166.0,0.8409090909090909,0.5980392156862745,0.71875,103,44,False,False,0.11538461538461539,-751.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask60_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=60, age<=300s",-4722.0,-1695.0,-6417.0,-2227.0,0.8409090909090909,0.5947712418300654,0.7083333333333334,108,48,False,False,0.07692307692307693,-609.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.45_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=60, age<=900s",-4714.0,-1706.0,-6420.0,-2230.0,0.8181818181818182,0.5980392156862745,0.7103825136612022,109,39,False,False,0.19230769230769232,-682.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.45_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=60, age<=600s",-4839.0,-1706.0,-6545.0,-2230.0,0.8181818181818182,0.5947712418300654,0.7103825136612022,108,39,False,False,0.19230769230769232,-682.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=70, age<=900s",-5197.0,-1935.0,-7132.0,-2442.0,0.8409090909090909,0.5915032679738562,0.7135416666666666,109,43,False,False,0.11538461538461539,-914.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=70, age<=600s",-5322.0,-1935.0,-7257.0,-2442.0,0.8409090909090909,0.5882352941176471,0.7135416666666666,108,43,False,False,0.11538461538461539,-914.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask60_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=60, age<=300s",-5149.0,-1921.0,-7070.0,-2444.0,0.8409090909090909,0.565359477124183,0.703125,123,45,False,False,0.038461538461538464,-762.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=60, age<=300s",-5149.0,-1921.0,-7070.0,-2444.0,0.8409090909090909,0.565359477124183,0.703125,123,45,False,False,0.038461538461538464,-762.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=60, age<=300s",-5079.0,-2159.0,-7238.0,-2522.0,0.8181818181818182,0.5620915032679739,0.6666666666666666,126,49,False,False,0.07692307692307693,-560.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask60_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=60, age<=300s",-5079.0,-2159.0,-7238.0,-2522.0,0.8181818181818182,0.5620915032679739,0.6666666666666666,126,49,False,False,0.07692307692307693,-560.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask55_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=55, age<=300s",-5408.0,-1355.0,-6763.0,-2570.0,0.8409090909090909,0.5620915032679739,0.7447916666666666,114,35,False,False,0.038461538461538464,-606.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask55_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=55, age<=300s",-5408.0,-1355.0,-6763.0,-2570.0,0.8409090909090909,0.5620915032679739,0.7447916666666666,114,35,False,False,0.038461538461538464,-606.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.45_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=70, age<=900s",-5213.0,-2284.0,-7497.0,-2606.0,0.8181818181818182,0.5849673202614379,0.6721311475409836,113,48,False,False,0.15384615384615385,-724.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.45_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=70, age<=600s",-5338.0,-2284.0,-7622.0,-2606.0,0.8181818181818182,0.5816993464052288,0.6721311475409836,112,48,False,False,0.15384615384615385,-724.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=70, age<=300s",-5184.0,-2327.0,-7511.0,-2610.0,0.8409090909090909,0.565359477124183,0.6770833333333334,123,50,False,False,0.038461538461538464,-771.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=70, age<=300s",-5184.0,-2327.0,-7511.0,-2610.0,0.8409090909090909,0.565359477124183,0.6770833333333334,123,50,False,False,0.038461538461538464,-771.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=70, age<=300s",-5222.0,-2590.0,-7812.0,-2620.0,0.8181818181818182,0.5751633986928104,0.6284153005464481,118,64,False,False,0.07692307692307693,-650.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=70, age<=300s",-5222.0,-2590.0,-7812.0,-2620.0,0.8181818181818182,0.5751633986928104,0.6284153005464481,118,64,False,False,0.07692307692307693,-650.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=55, age<=300s",-5338.0,-1442.0,-6780.0,-2648.0,0.8181818181818182,0.5588235294117647,0.7213114754098361,117,37,False,False,0.11538461538461539,-548.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask55_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=55, age<=300s",-5338.0,-1442.0,-6780.0,-2648.0,0.8181818181818182,0.5588235294117647,0.7213114754098361,117,37,False,False,0.11538461538461539,-548.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=70, age<=300s",-5114.0,-2579.0,-7693.0,-2688.0,0.8181818181818182,0.5620915032679739,0.639344262295082,126,54,False,False,0.07692307692307693,-627.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=70, age<=300s",-5114.0,-2579.0,-7693.0,-2688.0,0.8181818181818182,0.5620915032679739,0.639344262295082,126,54,False,False,0.07692307692307693,-627.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.5_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.5, touch_ask<=70, age<=600s",-4984.0,-1784.0,-6768.0,-2692.0,0.8409090909090909,0.6176470588235294,0.7239583333333334,95,45,False,False,0.07692307692307693,-740.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.5_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.5, touch_ask<=70, age<=900s",-5194.0,-1784.0,-6978.0,-2692.0,0.8409090909090909,0.6078431372549019,0.7239583333333334,98,45,False,False,0.07692307692307693,-801.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=70, age<=300s",-5265.0,-2567.0,-7832.0,-2715.0,0.8409090909090909,0.5816993464052288,0.65625,112,58,False,False,0.07692307692307693,-780.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=70, age<=300s",-5274.0,-2698.0,-7972.0,-2848.0,0.8409090909090909,0.5751633986928104,0.640625,118,63,False,False,0.038461538461538464,-638.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=70, age<=600s",-5008.0,-2032.0,-7040.0,-2904.0,0.8409090909090909,0.6111111111111112,0.6979166666666666,101,54,False,False,0.038461538461538464,-679.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.5, touch_ask<=70, age<=600s",-5122.0,-1889.0,-7011.0,-2920.0,0.8181818181818182,0.6045751633986928,0.6939890710382514,103,52,False,False,0.07692307692307693,-680.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.5_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=70, age<=600s",-5122.0,-1889.0,-7011.0,-2920.0,0.8181818181818182,0.6045751633986928,0.6939890710382514,103,52,False,False,0.07692307692307693,-680.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.5, touch_ask<=70, age<=900s",-5405.0,-1963.0,-7368.0,-2920.0,0.8181818181818182,0.5915032679738562,0.6885245901639344,107,53,False,False,0.07692307692307693,-750.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.5_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=70, age<=900s",-5405.0,-1963.0,-7368.0,-2920.0,0.8181818181818182,0.5915032679738562,0.6885245901639344,107,53,False,False,0.07692307692307693,-750.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=70, age<=900s",-5218.0,-2095.0,-7313.0,-2967.0,0.8409090909090909,0.6013071895424836,0.6927083333333334,104,55,False,False,0.038461538461538464,-679.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask55_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=55, age<=900s",-5792.0,-1997.0,-7789.0,-3071.0,0.8409090909090909,0.5261437908496732,0.6875,137,50,False,False,0.038461538461538464,-806.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask55_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=55, age<=900s",-5792.0,-1997.0,-7789.0,-3071.0,0.8409090909090909,0.5261437908496732,0.6875,137,50,False,False,0.038461538461538464,-806.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask55_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=55, age<=600s",-5792.0,-2062.0,-7854.0,-3071.0,0.8409090909090909,0.5261437908496732,0.6875,137,48,False,False,0.038461538461538464,-806.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask55_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=55, age<=600s",-5792.0,-2062.0,-7854.0,-3071.0,0.8409090909090909,0.5261437908496732,0.6875,137,48,False,False,0.038461538461538464,-806.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=60, age<=900s",-6284.0,-2610.0,-8894.0,-3075.0,0.8409090909090909,0.5130718954248366,0.640625,141,63,False,False,0.0,-1088.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=60, age<=600s",-6349.0,-2610.0,-8959.0,-3075.0,0.8409090909090909,0.5130718954248366,0.640625,139,63,False,False,0.0,-1088.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=60, age<=600s",-6076.0,-2595.0,-8671.0,-3091.0,0.8409090909090909,0.5163398692810458,0.6458333333333334,142,60,False,False,0.038461538461538464,-893.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=60, age<=900s",-6076.0,-2595.0,-8671.0,-3091.0,0.8409090909090909,0.5163398692810458,0.6458333333333334,142,60,False,False,0.038461538461538464,-893.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=60, age<=600s",-6076.0,-2595.0,-8671.0,-3091.0,0.8409090909090909,0.5163398692810458,0.6458333333333334,142,60,False,False,0.038461538461538464,-893.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=60, age<=900s",-6076.0,-2595.0,-8671.0,-3091.0,0.8409090909090909,0.5163398692810458,0.6458333333333334,142,60,False,False,0.038461538461538464,-893.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=60, age<=600s",-6437.0,-2604.0,-9041.0,-3185.0,0.8181818181818182,0.5,0.6120218579234973,147,69,False,False,0.07692307692307693,-950.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=60, age<=600s",-6437.0,-2604.0,-9041.0,-3185.0,0.8181818181818182,0.5,0.6120218579234973,147,69,False,False,0.07692307692307693,-950.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=60, age<=900s",-6439.0,-2604.0,-9043.0,-3185.0,0.8181818181818182,0.49673202614379086,0.6120218579234973,150,69,False,False,0.07692307692307693,-950.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=60, age<=900s",-6439.0,-2604.0,-9043.0,-3185.0,0.8181818181818182,0.49673202614379086,0.6120218579234973,150,69,False,False,0.07692307692307693,-950.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=70, age<=600s",-6129.0,-2821.0,-8950.0,-3214.0,0.8409090909090909,0.5163398692810458,0.6354166666666666,142,62,False,False,0.038461538461538464,-902.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=70, age<=900s",-6129.0,-2821.0,-8950.0,-3214.0,0.8409090909090909,0.5163398692810458,0.6354166666666666,142,62,False,False,0.038461538461538464,-902.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=70, age<=600s",-6129.0,-2821.0,-8950.0,-3214.0,0.8409090909090909,0.5163398692810458,0.6354166666666666,142,62,False,False,0.038461538461538464,-902.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=70, age<=900s",-6129.0,-2821.0,-8950.0,-3214.0,0.8409090909090909,0.5163398692810458,0.6354166666666666,142,62,False,False,0.038461538461538464,-902.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=55, age<=600s",-5793.0,-2215.0,-8008.0,-3220.0,0.8181818181818182,0.5196078431372549,0.6557377049180327,141,51,False,False,0.07692307692307693,-640.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask55_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=55, age<=600s",-5793.0,-2215.0,-8008.0,-3220.0,0.8181818181818182,0.5196078431372549,0.6557377049180327,141,51,False,False,0.07692307692307693,-640.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask55_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=55, age<=900s",-5793.0,-2291.0,-8084.0,-3220.0,0.8181818181818182,0.5196078431372549,0.644808743169399,141,55,False,False,0.07692307692307693,-640.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask55_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=55, age<=900s",-5793.0,-2291.0,-8084.0,-3220.0,0.8181818181818182,0.5196078431372549,0.644808743169399,141,55,False,False,0.07692307692307693,-640.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=60, age<=600s",-6077.0,-2899.0,-8976.0,-3240.0,0.8181818181818182,0.5098039215686274,0.6010928961748634,146,65,False,False,0.038461538461538464,-686.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=60, age<=900s",-6077.0,-2899.0,-8976.0,-3240.0,0.8181818181818182,0.5098039215686274,0.6010928961748634,146,65,False,False,0.038461538461538464,-686.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=60, age<=600s",-6077.0,-2899.0,-8976.0,-3240.0,0.8181818181818182,0.5098039215686274,0.6010928961748634,146,65,False,False,0.038461538461538464,-686.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=60, age<=900s",-6077.0,-2899.0,-8976.0,-3240.0,0.8181818181818182,0.5098039215686274,0.6010928961748634,146,65,False,False,0.038461538461538464,-686.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=70, age<=600s",-6130.0,-3139.0,-9269.0,-3363.0,0.8181818181818182,0.5098039215686274,0.5901639344262295,146,67,False,False,0.038461538461538464,-714.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=70, age<=900s",-6130.0,-3139.0,-9269.0,-3363.0,0.8181818181818182,0.5098039215686274,0.5901639344262295,146,67,False,False,0.038461538461538464,-714.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=70, age<=600s",-6130.0,-3139.0,-9269.0,-3363.0,0.8181818181818182,0.5098039215686274,0.5901639344262295,146,67,False,False,0.038461538461538464,-714.0,False
